D;E;F;G;BC;BD;BE;BF;BG;BH;BI;BJ;BK;CC;CB;CA;CD;CE;CF;CG;CY;CZ;DA;DB;DC;DD;DE;DF;DG;DH;HS;HT;HW;HX;IE;IF;IG;IH;JR;JS;JT;JU;JV;JW;JX;JY;JZ;KA;KB;KF;KG;KH;KI;KJ;KK;KL;KM;KN;KO;KX;KY;KZ;LA;LB;LQ;LR;LS;LT;LU;LV;LW;LX;LY;LZ;MA;MB;MC;MD;ME;MF;MG;MH;MI;MJ;MK;ML;MM;MN;MO;MP;MQ;MR;MS;MT;MU;MV;MW;MX;MY;MZ
416;217;148;69;-357,6;-366,6;6;31;15;-1;6;9;1;-6;29;88;37;-17;1,1;-22,5;-3;-1;-43;-100;171;157;70;105;101;52;-37;22;-6;17;-8;-8;9;2;-26;-35;-24;-12;-13;-11;1;-31;-16;-11;-18;0;-3;-1;-2;14;7;0;-1;3;6;15;-12;7;-2;1;-1,5;2,7;2,4;320;47;237;2014;416;-316;195;45;-25;-17221;50;-1356;-928;-1592;-3432;-3061;-1516;-2721;-3074;-2420;-799;-93;572;-658;869;-1953;1161;-823;-696;-70;64,0894;-11;8,5178
-87;-223;-111;-112;-464,5;-480;-3;-8;-5;0;-2;-2;-1;-32;-11;-22;-23;-20;2;-17,2;-5;-6;-75;-72;-4;-6;-4;-2;0;-4;-124;10;-9;-9;-2;-2;-1;-1;-71;-58;-43;-64;-29;-23;-11;-83;-22;-12;-28;0;-3;0;-4;1;-3;0;0;5;2;-3;-4;2;0;0;-3,4;-4,7;4,8;47;210;-311;832;-209;-19;1;173;-86;-10069;0;96;78;-1564;-786;-1369;-3713;-1894;-875;-3242;-965;-864;187;-1028;485;-1829;2013;93;-846;-41;17,0909;-20;-15,0005
-327;-606;-330;-276;-410,3;-440,8;-2;-11;-36;2;-7;-16;-15;-67;141;-95;-69;-78;0,5;-18,1;-9;-8;-187;-177;-72;-15;-20;-3;-52;-12;-446;32;-29;-19;-16;-14;-7;-7;-145;74;31;-34;20;-38;18;-129;-23;0;-19;1;1;1;-31;-26;-9;1;7;-15;5;20;16;-9;-1;0;-0,9;1;1,2;352;28;-280;3040;-465;707;146;9;-189;-50106;-2103;-2889;-4466;-2916;-7036;-6437;-7664;-7688;-8168;-16161;-9085;-3642;-3033;6584;-4288;-2016;1952;-1906;-739;-30;7,0617;-11;-3,6103
-109;-327;-191;-136;-468,8;-484,4;-2;14;-8;0;-1;0;-7;-40;6;-22;-41;-35;1,3;-17,2;-12;0;-147;-116;-9;11;-1;16;-8;-5;-163;-67;-11;-14;2;-3;-2;2;-54;-3;9;-38;-2;3;-10;-34;12;0;10;0;-1;0;0;8;3;-5;1;-3;0;29;-2;-1;0;0;-6,7;-4,2;-6,4;32;21;-153;1226;-242;179;-37;-62;-139;-33587;-1123;-1631;-2484;-4109;-1211;-3406;-8729;-6726;-3038;-4710;-1339;275;1343;194;-340;-1403;-1102;-1604;-564;-20;-62,0714;-15;7,6631
-1570;-2057;-973;-1084;-387;-413;-10;3;-105;-5;-48;-21;-31;-276;524;-59;-146;-477;0,4;-18,1;-86;-56;-751;-1055;355;461;21;267;334;194;-2214;-187;-235;-77;-34;-33;-4;3;-1154;-348;-219;-405;-111;-419;-143;-911;-99;-64;-219;0;-2;-7;-61;-101;33;9;-7;8;21;129;-40;-4;-2;7;-0,2;2,1;1,6;1830;211;-248;16541;4295;-6094;1383;511;-835;-199158;-4319;-14610;-21380;-21021;-22022;-26192;-24267;-23005;-41372;-142835;-22807;-23474;-20432;-15821;-18623;-16049;-7264;-12693;-5483;-482;5,5975;-101;7,9036
49;20;16;4;-383,2;-398;-16;25;-14;0;-6;-10;2;-4;-3;4;-1;-1;4,1;-19,8;-7;2;-18;-53;47;47;24;46;23;1;-23;18;-12;-2;-3;-4;-3;3;2;31;11;11;4;0;0;-1;0;0;0;0;0;0;3;25;4;0;-1;2;8;-9;0;0;0;0;0;3,5;2,2;0;0;0;0;0;0;45;-4;-102;-427;0;0;0;0;0;0;1;362;193;0;0;0;0;0;0;0;0;0;0;0;0;-6;1,9305
-561;-943;-372;-571;-397;-424,1;7;13;-70;0;-34;-36;0;-104;206;50;-105;-215;0,3;-19;-28;-12;-381;-455;160;127;49;82;111;45;-1065;-51;-128;-9;-34;-28;10;1;-449;-154;-144;-145;-58;-6;2;-214;-8;-21;-20;-4;-2;-1;-23;-54;-45;-6;-19;-19;11;46;10;-10;0;11;-2,8;1,1;2;715;359;58;8103;1311;-2558;611;-810;44;-81351;-1589;-4690;-11605;-4260;-5245;-11030;-9650;-13096;-18170;-24368;-19232;-695;2891;-1794;-2482;-2480;-4226;3305;570;-209;25,5276;31;1,0769
-17;-74;-9;-65;-394,3;-408,2;-3;19;-18;0;-2;-10;-6;-22;6;16;-3;-19;0,2;-19,9;1;-2;5;-57;15;26;13;13;2;13;-84;-5;-20;-15;-6;-4;3;-1;-50;15;-5;-17;-7;1;-1;-14;0;0;-9;0;-1;0;-5;-11;-4;2;0;-3;0;23;3;1;0;-1;-1,5;1;4,4;109;8;6;1315;-259;-5;65;-41;-42;-7904;0;-468;-840;-811;-1634;-1534;-2074;-664;404;-3381;-1486;-769;-577;-1401;-106;-277;630;439;-74;-40;29,6395;4;-19,4031
-133;-230;-100;-130;-444,8;-480,5;1;2;-6;0;-4;-4;2;-17;38;10;-43;-31;1,1;-18,1;-7;-6;-101;-99;20;8;7;24;13;-16;-197;-52;-18;-13;-4;-3;6;4;-66;36;1;-7;2;-20;-10;-54;-3;0;2;-1;-1;0;1;-18;-9;0;1;-5;-1;10;-1;-8;0;0;-2,2;-0,5;1;145;37;229;1798;-892;340;99;-65;-90;-9234;-649;-796;-231;-1449;-3171;-1632;-1387;-1541;1819;-5288;-978;875;-537;1374;852;1091;-1707;-3386;-2387;-51;-34,5662;12;11,3005
-1977;-2549;-1118;-1431;-412,2;-435,1;-6;-97;-69;2;-42;-24;-5;-184;89;-345;-210;-316;1,1;-17,2;-51;-37;-721;-755;-84;-354;-45;-45;-39;-309;-1619;-289;-134;-66;-55;-44;-3;-16;-689;-353;-87;-432;-104;-274;-114;-693;-79;-43;-109;3;-4;-4;-300;-115;6;3;-16;-28;0;49;8;-5;0;0;-3,6;1,6;1,7;911;162;-15;9564;1364;-773;851;431;-967;-120620;-6998;-10315;-9481;-8981;-11608;-21229;-17780;-22442;-12592;-79945;-24151;-15805;-12637;-4414;-8190;-11841;-5584;5887;-3115;-154;-1,4986;-21;10,6909
-27;-56;-24;-32;-454,2;-467,5;0;-1;-1;0;-3;0;2;-1;-3;-15;-2;0;0,9;-18,1;1;-1;-26;-23;5;2;1;6;4;-4;-20;-19;3;-1;0;-2;-4;-2;-17;-46;-12;-32;-5;-10;-4;-21;0;0;-11;1;0;0;1;1;-1;0;1;-3;3;1;0;3;0;-1;0,2;-1,8;-0,2;35;4;30;559;-274;78;7;-20;0;-3282;-344;-518;22;180;-598;-1198;-388;362;-889;-7586;-804;-741;-220;-811;-1028;-317;-2903;84;-1618;-4;55,5455;-7;-3,6627
2426;2251;1181;1070;-346,7;-373,6;13;157;-104;-2;-99;-15;12;-204;1950;366;-28;-95;-1,4;-19;1;-28;-245;-554;1468;1615;607;987;861;628;-1209;454;-287;-13;-97;-71;13;5;12;799;165;309;44;-10;122;-75;-7;20;-4;1;-4;-3;-159;122;103;19;8;48;319;279;54;-7;1;2;0,7;2;2;1613;1276;1100;23094;-1716;-1912;1296;1923;-1986;-146522;-12779;-19490;-18366;-17890;-12493;-22259;-16552;-9163;-18023;-58218;-37507;-9126;-7559;9150;-10;-7182;3472;-2262;-6893;-376;16,8774;61;8,1797
-275;-214;-76;-138;-323,7;-344;-1;-14;-15;-1;-12;1;-3;-32;19;26;-3;-55;1,1;-24,4;-7;-15;-78;-120;56;19;7;7;49;12;-299;-16;-41;-8;-8;-5;9;4;-111;-62;-40;8;5;-22;16;-125;-5;0;-52;0;0;0;7;-11;-2;-1;3;1;1;39;-3;4;-1;0;-2,5;0,9;-0,6;1;22;87;1824;-1207;757;38;86;-65;-9665;-875;-1209;-773;-1655;-2017;-1490;443;12;-2107;-4327;-1949;-1420;1637;1031;-921;-1665;1422;-1029;-1453;-125;33,5253;45;18,7051
-21;-90;-58;-32;-448,5;-465,4;0;4;-6;0;-5;-1;0;-6;-15;-2;-6;-9;1,6;-18;0;1;-42;-40;-6;15;-6;7;0;8;-71;-9;-4;-3;-2;-4;-2;2;-21;-42;-28;-32;-7;-9;-3;-50;0;0;-12;-1;-1;0;1;-5;-6;0;-1;4;-2;0;-7;4;0;0;-3,9;2,1;3,1;57;5;53;615;-238;62;4;2;-33;-6131;123;-1227;407;-692;-904;-769;-1549;-312;-1240;-955;358;-527;68;-378;-182;-327;1194;-140;-1072;-13;32,5236;10;1,0981
-91;-321;-183;-138;-358,3;-368,1;0;-4;-27;0;-11;-11;-5;-47;-7;14;-23;-52;1,6;-21,7;-9;-2;-81;-104;-31;30;-14;17;-17;13;-366;-29;-58;-10;-4;-8;-5;-1;-140;-106;-65;-66;-42;-29;-5;-238;-5;0;-100;0;1;0;-1;6;-4;1;1;-4;-5;54;-9;3;0;-1;0,4;1,9;3,4;80;30;-196;1954;-944;803;1;14;-43;-14878;-917;-2957;-2224;-1417;-1232;-1698;-1728;-1590;-707;-13204;-4390;-1748;-2630;-5377;1794;-2267;769;-717;1106;-100;17,44;10;-0,6694
-237;-446;-243;-203;-405,1;-437,1;1;-20;-23;2;-14;-2;-9;-36;29;-41;-42;-58;1,3;-19;-1;-6;-162;-153;-21;-19;-13;12;-8;-31;-281;7;-29;-6;-1;-2;3;3;-125;-27;-14;-27;6;-15;3;-113;0;0;-15;0;0;0;8;-9;4;-1;-3;-10;-5;3;-16;-17;0;1;0,9;2,1;1,3;120;43;125;2074;-1215;1396;24;19;-98;-17410;-1396;-1191;-2997;821;-1347;-2362;-3953;-315;-4599;-4063;-2855;-2364;593;1655;-379;-2697;1532;623;-226;-55;1,8203;-9;0,6694
-170;-371;-258;-113;-350,2;-369,1;-1;0;-77;0;-54;-28;5;-127;356;114;-109;-147;0;-20,8;-14;-9;-202;-221;117;198;61;188;56;10;-1178;-35;-179;-10;-38;-35;2;7;-296;-12;-39;-86;-35;-33;33;-80;-21;4;-23;4;-2;0;-72;98;45;-5;3;5;30;80;26;-6;0;-6;-1,5;0;3,9;487;296;249;6197;-312;664;297;129;5;-71409;-1569;-8780;-11262;-5140;-9123;-9813;-9229;-7190;-8735;-15090;-13499;2717;-5370;1813;-1044;-709;-4511;3823;1913;-259;3,3182;48;12,4076
-122;-250;-127;-123;-417,8;-426,1;0;0;-9;0;-8;2;-3;-18;6;-14;-21;-26;1,2;-19,9;-4;-5;-72;-65;0;-8;7;10;-7;-18;-166;-6;-11;1;-4;-7;-1;1;-92;-26;-17;-38;-13;-20;-11;-86;-16;0;-39;-1;0;0;3;7;-13;-1;-3;-6;0;-4;0;2;0;1;-1,9;1,8;-1,6;108;14;42;1214;-479;400;44;50;-185;-18276;-521;-982;-1361;-161;-1729;-812;-2680;-868;-9265;-13961;-1385;-1234;-1015;-3756;-583;-1345;-2184;-748;-2088;-31;87,2237;-11;-10,2492
1532;1771;903;868;-352,6;-372,3;-112;226;11;5;13;-9;2;20;794;449;61;-46;-5,8;-21,7;15;7;78;-33;837;914;294;519;543;395;-181;-44;-41;-20;-11;-13;1;5;63;212;18;34;-23;87;66;119;3;17;16;0;5;0;-7;44;-15;0;-1;2;7;50;10;-10;4;1;-0,7;2,1;1,3;591;-157;756;7921;-2119;1534;787;285;-410;-24770;-6;732;-3371;-3250;-4886;-4469;-4864;-5375;1008;6120;-309;1590;2399;-1115;951;-4954;-263;5525;2905;-100;4,1601;38;10,7753
17;-37;-2;-35;-360,2;-365,9;-94;28;-16;-4;9;-13;-8;-23;82;18;8;-40;-1,5;-21,7;2;-10;-38;-65;96;117;15;65;81;52;-235;52;-60;5;-17;-15;3;-2;-142;44;-21;60;-5;24;14;42;-1;0;-4;-1;0;-1;-6;-24;-6;2;1;0;4;23;-3;3;1;-2;-9;1,3;0,9;162;161;-171;1776;-413;104;181;-35;-5;-9193;-385;-733;-740;-913;-1651;-1457;-1019;-1103;-1396;6429;-3531;2796;-506;943;1194;1396;1005;808;2016;-85;-44,0461;-1;1,4287
-370;-479;-221;-258;-406,1;-420,6;2;9;-12;0;-25;5;8;-26;88;-18;-93;-71;0,4;-19;5;-9;-212;-247;23;40;8;36;15;4;-350;-155;-25;-35;-12;-13;-17;-12;-181;-70;-24;-62;-18;-85;-15;-171;-19;0;-30;0;-4;-5;7;-1;4;1;-3;10;9;6;-35;2;0;-5;-4,3;1,8;0,4;628;9;-275;2792;-187;221;34;100;-422;-53520;-3339;-3045;-6972;-2738;-4781;-9191;-10148;-10729;-3269;-25706;-3441;-1449;-3976;566;-1488;-6138;-5670;-2871;-1262;-100;-116,6563;-34;7,1957
-84;-172;-91;-81;-399,3;-424,3;-4;-4;-1;2;-3;-2;2;-13;5;0;-14;-21;0,9;-20,8;-2;-5;-65;-52;-9;-8;3;-1;-12;-7;-185;12;-27;-1;-8;-5;-1;3;-54;18;-3;2;14;4;3;-37;6;0;3;-1;-2;1;-5;-5;-13;-1;0;-2;0;23;2;-3;0;1;-2,7;-2,2;-0,3;43;97;-32;979;-480;-54;5;70;-87;-10232;-236;-957;-866;-126;-778;-2186;-2527;676;-2962;-5259;-1152;-439;-1255;164;-1161;-1269;-652;391;-915;-41;58,0897;-2;17,089
-139;-382;-176;-206;-416,1;-442,6;0;30;-13;-1;-8;-7;3;-17;53;-54;-51;-37;1;-18;0;-4;-148;-184;59;55;25;32;34;23;-171;-62;-31;-22;7;7;7;10;-155;-91;-44;-51;-14;-37;-6;-121;-9;-1;-13;1;4;0;-6;0;-10;-1;0;-3;6;9;13;5;0;2;-5,4;3,4;-1,2;-25;34;326;3303;-937;410;65;51;-260;-32782;-1693;-2103;-2058;-3886;-2234;-6691;-2354;-5953;-5223;-10785;-4883;1125;-506;-1349;2672;-2230;-3521;-1366;-612;-73;12,0535;-13;8,9449
-153;-381;-204;-177;-424,1;-448,5;2;-36;-4;0;-2;-2;0;-34;-8;-19;-42;-43;2,3;-18,1;-9;-3;-137;-137;-12;0;-13;-7;1;7;-218;-8;-11;-7;2;-2;4;-1;-104;-128;-54;-66;-5;-87;-20;-158;-22;0;-39;-2;0;0;-10;94;0;-1;-5;0;5;-5;-9;5;1;-2;-3,1;0,3;3,4;58;30;134;1428;-412;199;-64;12;-39;-22571;-118;-1826;-2006;-3416;-3613;-2010;-3124;-2873;-3361;-18390;-5053;-2982;-783;-71;-1755;-2861;-2736;-421;-1244;-27;11,565;-11;-0,4721
-22;-187;-38;-149;-398,6;-412,9;5;26;-10;0;-13;1;2;-22;100;10;-20;-63;0,5;-19;-1;-4;-176;-205;160;104;58;98;102;6;-350;-14;-22;-22;-1;2;-1;-8;-98;-3;-17;-54;-27;-23;-17;-179;-8;-14;-28;0;-1;0;-7;-16;-6;-2;-10;-2;3;30;-10;3;-1;2;-2,4;1,4;0,4;472;237;-47;3604;-773;137;-371;215;154;-47797;-129;-1769;-6962;-5417;-5465;-6700;-7920;-6965;-6240;-24108;-5478;-4475;-4304;-3426;1807;-2264;-3677;-2051;-240;-83;-66,4189;-16;12,8281
0;-11;-3;-8;-497,9;-541,3;-6;-3;1;0;1;0;0;0;-1;2;-4;-1;1,5;-15,4;0;0;-2;-10;0;1;1;-2;-1;3;-15;-3;0;-1;0;0;1;1;-1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-36;-6,3;0;0;0;0;0;0;1;0;-10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-127;-232;-104;-128;-455,8;-481,5;2;7;-3;0;-7;3;1;-18;9;-36;-20;-21;1,5;-17,1;-1;1;-66;-89;0;-7;0;7;0;-14;-75;-50;-2;-14;-1;1;-6;-7;-78;-10;-20;30;-1;16;8;-69;0;0;-14;0;1;0;-13;0;-2;0;0;-11;-1;2;0;-1;0;-2;-1,4;1;-0,8;59;12;-46;1065;-376;268;76;3;-105;-7046;-298;-392;-397;-155;-1353;-2200;-1254;-1986;821;-4493;-766;-184;-138;-1058;-142;-439;-549;-1141;-76;-31;-1,8;-8;24,5657
0;-8;7;-15;-391,5;-413,2;-38;41;-1;0;-1;1;-1;6;6;14;3;-14;2,1;-19;0;-1;-26;-35;39;22;14;16;25;6;-35;-7;-1;-5;7;6;-1;-4;-10;-6;-5;-14;-4;0;0;-31;0;0;-15;0;3;0;-1;-8;-2;0;1;2;0;8;0;0;0;0;0;0,4;-0,8;0;0;0;0;0;0;42;-5;-83;-1217;0;0;0;0;-505;0;0;-545;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17,4011
-342;-609;-299;-310;-440,7;-472,3;3;29;-24;-1;-12;-9;-2;-35;-36;-55;-59;-70;1;-17,1;-4;2;-169;-198;-63;-44;5;37;-68;-81;-335;-104;-21;-41;-1;-5;-2;-3;-160;-29;25;-39;1;-33;3;-152;14;0;14;2;-1;0;-28;-21;4;-2;-5;-7;-1;-8;6;-7;-1;-2;-0,7;0,1;2,5;230;45;488;2539;-854;1179;-787;192;5;-64406;-2490;-668;-7987;-3679;-4850;-8246;-8743;-18643;-9055;-17556;-6951;-740;123;143;-1243;-5019;-2315;-1435;-159;-59;-99,7349;-1;1,54
-214;-326;-144;-182;-413,3;-438;0;-24;-30;-1;-16;-11;-2;-19;64;-35;-28;-45;0,6;-17,1;4;-9;-106;-189;25;54;-19;11;44;43;-218;-57;-39;-31;2;-4;-3;-7;-104;-3;-36;-47;-39;6;6;-120;-4;-10;-22;-2;-4;-2;-26;-62;-2;0;-3;-10;11;46;4;6;-1;1;-0,7;1,4;1,6;134;74;184;2338;-483;216;-1;64;-57;-23974;-1005;-3810;-3152;-2227;-2405;-2093;-5630;-2435;-1169;-4318;390;-2567;-1117;2659;3055;-2482;-641;365;-3669;-87;57,2237;-23;16,8881
-146;-383;-193;-190;-465,6;-487;-5;-9;-15;-2;-1;-4;-8;-41;-12;-33;-27;-37;0,2;-16,2;-7;0;-126;-138;-16;-13;-3;-5;-13;-8;-203;-22;-25;-2;-1;-1;0;-1;-113;-99;-5;-116;-6;-58;-17;-107;-7;0;3;0;0;0;-3;-5;-10;0;-5;-3;6;33;-7;-4;0;0;-0,9;-0,8;-0,5;178;25;73;1649;-438;6;99;36;-73;-7142;-564;-599;-1031;-568;-129;-2806;-65;-1273;-160;-13543;-2646;-346;254;-1071;-1088;-3268;-2153;-974;-2251;-31;111,9111;-3;12,4703
-222;-349;-193;-156;-407,7;-437,6;2;7;-4;2;-7;-2;3;-29;61;8;-46;-66;0,9;-18,1;-6;-13;-174;-138;26;39;-24;6;50;33;-392;-48;-20;-6;-7;-5;1;-5;-148;93;31;-30;-13;-9;4;-83;-15;0;-37;0;-2;1;-4;-21;-11;-1;-15;3;6;11;-11;-6;1;1;-1,2;4;3,6;529;8;413;2861;415;665;244;238;222;-19591;-801;-2272;-1011;159;-1757;-3508;-3914;-139;-6254;-798;-1600;-521;217;1304;1653;-1482;-1614;3113;-1660;-42;-30,9961;-27;16,241
-76;-144;-77;-67;-393;-400,3;3;5;-24;-1;-1;-12;-10;-12;35;33;-36;-24;1,7;-20,8;-1;-3;-42;-57;36;26;30;31;6;-5;-237;27;-34;-13;-3;0;1;-2;-108;6;-14;20;5;-10;10;-21;-4;10;-9;-1;0;0;2;-46;-1;0;1;12;3;17;-12;-4;0;0;0,7;1,6;1;208;50;29;2153;-838;651;132;123;-93;-18166;-861;-146;-2030;-1333;-2808;-3775;-2352;-3049;-1639;3878;-375;558;803;-2036;1927;-1336;2241;928;1421;-69;-3,7654;-18;11,9062
-95;-223;-119;-104;-398,8;-414,9;1;14;-10;-1;-6;-4;1;-11;30;28;-14;-40;0,5;-19,9;-13;1;-87;-86;10;37;7;30;3;7;-151;-101;-5;-15;-9;-2;2;4;-134;11;-4;-7;6;-21;0;-84;-7;0;-24;-1;1;1;-22;-24;11;-3;3;4;-6;-3;-1;9;0;0;-3,8;-3,6;-1,1;199;38;128;1599;-774;939;6;32;-163;-20025;-1348;-476;137;-1237;-364;-5883;-3010;-5490;-2568;-7996;-3407;-1846;806;159;-527;-3514;1331;-2542;1040;-32;37,9871;-22;11,2174
-10;6;-4;10;-437,5;-456,9;2;6;0;0;-2;1;1;5;17;16;-12;-3;0,1;-18;4;-4;-11;-41;15;57;5;37;10;20;-24;-15;-5;-12;4;1;-1;3;-7;-3;0;-11;-3;-8;0;-32;0;0;-10;1;1;-2;-4;-14;-17;0;-1;-7;-1;-1;2;2;0;0;-3,5;-0,6;0,3;54;9;56;693;-274;28;44;55;-72;-3111;0;6;-342;-1121;577;-244;-90;-537;-790;-311;487;0;-886;1019;1075;-82;-972;-1355;1042;-21;72,6042;6;40,9042
94;-265;-105;-160;-403,7;-408,7;1;35;-5;0;-6;3;-2;-32;35;8;4;-75;0,7;-19,9;-1;-8;-79;-141;37;28;-5;20;42;8;-208;-39;-10;-15;4;5;-8;-5;-125;-30;-23;-11;-19;4;-10;-8;16;0;21;0;3;0;-11;-62;-6;-1;-3;12;11;35;-15;7;0;0;-0,8;2,4;1,4;142;76;-53;2142;-90;326;53;125;-171;-15880;-232;810;-1101;-1491;-1023;-2659;-3823;-2488;-3898;-6057;-2874;-187;-1708;369;-186;-306;-250;297;-1189;-49;-55,9888;20;-4,8472
12177;13022;6488;6534;-350,6;-380,6;57;1862;-333;3;-301;-80;45;-389;9688;1506;-124;8;-1,7;-16,2;-51;-52;-1071;-2044;6926;7882;4006;5009;2920;2873;-1270;911;-629;-76;-253;-273;3;-28;1420;3307;320;826;115;32;512;846;-77;4;-145;-7;4;-97;-412;-32;151;-7;1;-43;321;476;55;-28;-8;0;3;4;3,4;13893;3079;2845;62622;52628;-28265;10706;1772;-1695;-719706;-33382;-81790;-99471;-77206;-58746;-87158;-87271;-79725;-113086;8742;-115682;-15562;19704;40169;57751;-10722;26716;33087;-23271;-1268;27,6249;-33;6,305
-29;-88;-55;-33;-455,7;-483;0;-2;-6;0;-6;0;0;-17;9;-7;-7;-17;1;-17,2;-2;-2;-33;-30;2;4;8;13;-6;-9;-53;-24;-4;1;-5;-5;4;-2;-32;-1;-19;-22;-12;-22;-5;-62;0;0;-15;-1;-1;0;-6;-1;-4;0;-3;1;-3;3;0;-1;0;-2;-1,4;2,3;0,2;9;63;-32;734;-364;160;2;29;-24;-3860;0;-362;-693;0;-472;505;-1297;-766;-385;-1752;-1395;-275;-132;4;1659;467;-738;201;-1533;8;38,5397;4;17,0203
-59;-194;-105;-89;-406,7;-435,3;8;33;-18;-1;-7;-5;-5;-9;34;-28;-22;-21;1,1;-19;2;-2;-82;-115;13;17;-2;22;15;-5;-131;-15;-14;-15;-4;-5;-5;-2;-49;63;21;63;39;-3;9;-54;7;0;-8;-1;1;0;-2;-26;-1;0;7;-4;-1;10;-4;-4;0;1;-2,6;-0,4;0,4;70;35;72;935;-464;720;0;24;-232;-16338;-397;-1763;-2459;-1081;-2248;-2362;-2829;-2269;-750;-4531;-1096;-1181;-1183;609;-568;1017;-3360;545;686;-12;-27,9071;-14;11,7762
-202;-406;-172;-234;-415,5;-449,8;4;7;-4;-1;-2;-5;4;-30;58;-53;-53;-37;0,5;-19;0;0;-76;-182;-36;-11;-14;-6;-22;-5;-308;8;-35;-10;-14;-13;4;4;-114;19;2;15;15;-12;4;-59;-11;0;-6;0;1;0;7;-1;5;-1;-6;-6;-3;16;-5;13;3;1;0,2;-1,7;-0,9;67;57;68;2382;-692;-83;-50;-26;-323;-28200;-1381;-2381;-2243;-3213;-1546;-5061;-1503;-3329;-7569;-13670;-4304;-2245;-1192;-1112;-803;458;-3495;-1151;-46;-59;8,7565;-7;10,2121
-89;-377;-157;-220;-428,4;-442,5;-2;-25;-8;2;-6;-6;2;-29;-6;-26;-42;-43;1,3;-18,1;6;-5;-110;-165;-4;-33;-3;-1;-1;-32;-217;-64;-22;-18;1;-6;-9;-6;-113;-95;-51;-143;-41;-49;-19;-178;-15;0;-42;0;-2;0;-9;59;-1;2;2;-11;1;7;-21;-8;0;-1;-1,6;3,1;1,6;166;163;-91;1432;-265;356;29;61;16;-21016;-279;-1060;-2331;-1336;-2798;-1575;-5434;-3230;-3597;-17356;-3056;-2348;-2136;1727;-4242;-1289;-1674;-2449;-1708;-34;-61,7659;-3;9,0352
-90;-278;-120;-158;-384,3;-388,7;2;-6;-15;0;-12;-3;0;-16;27;-4;-43;-28;1,3;-21,7;-4;2;-63;-79;-23;-26;-9;-3;-14;-23;-251;-24;-38;-3;-13;-9;1;0;-72;-3;-12;-13;-9;-8;5;-74;4;0;-11;2;2;0;1;10;9;-1;1;6;9;5;-13;4;0;0;-2,6;3,9;1,6;-21;13;1;1297;-801;503;19;45;-113;-7601;0;-1407;-2618;-1381;281;-1646;-46;-1938;1190;-2403;-385;-263;-1267;822;-73;-1771;30;-207;779;-85;-5,4792;-9;-0,8996
36;-43;-18;-25;-392,2;-414,9;1;4;-1;0;-4;0;3;-7;21;-15;6;-20;4,2;-19,8;0;1;-32;-55;23;41;6;21;17;20;-54;26;-21;8;2;5;0;-1;2;13;2;13;5;-7;-2;-43;0;0;-5;0;2;0;8;-6;-1;2;-2;-1;-1;23;-2;10;0;0;0;3,4;3,7;94;11;-28;887;-137;68;57;24;19;-11282;0;-700;-888;-905;-2196;-362;-1059;-2716;-1874;-1481;-437;-1559;194;939;-263;-646;-1946;1057;799;-16;-13,1434;12;-0,8116
-590;-597;-225;-372;-364,9;-385,6;5;-13;-31;6;-9;-10;-18;-86;186;-49;-11;-143;0,4;-18,9;-12;-10;-314;-393;228;168;60;183;168;-15;-797;81;-93;6;-23;-31;-10;-1;-293;-44;-10;-86;0;-146;-25;-295;-25;-6;-45;5;-2;-2;16;248;54;-18;-41;27;129;61;-16;27;0;1;-2,1;0,3;0;835;83;684;6569;-1480;2820;220;664;-913;-93628;-4933;-9059;-12699;-5477;-6806;-4016;-14986;-15523;-18923;-64988;-30220;-1733;-11869;-6664;9;-6015;-1709;-2755;-4250;-199;18,1611;-41;8,564
7555;7054;3782;3272;-358,8;-389,6;585;1417;-331;-7;-262;-85;23;-215;6450;414;-131;101;-1,2;-16,3;-37;8;-1197;-2488;4753;5470;2769;3844;1984;1626;-374;221;-454;-174;-133;-165;-62;-65;604;1688;175;293;89;-1393;-311;-800;-493;-176;-348;-8;-6;-12;-1040;-24;-243;-94;214;14;340;375;-13;-56;2;-11;3,5;2,9;1,8;9597;1457;2693;52013;39141;-20722;8715;-401;-1226;-543775;-20331;-56546;-78754;-57886;-52178;-68918;-61084;-65906;-80718;-326913;-145933;-77735;-61251;-3058;22400;-52275;7872;5198;-18296;-818;12,574;-205;3,4186
-67;-242;-127;-115;-447,1;-465,9;0;7;3;-1;0;1;3;-12;1;-24;-37;-13;0,1;-17,2;-5;-3;-84;-71;-23;-3;1;13;-24;-16;-99;-12;-7;-10;-4;-1;3;-3;-71;-34;-12;-40;-10;6;0;-61;1;0;-13;-1;-1;0;-19;24;-9;0;-2;-5;4;18;2;-2;0;0;-0,9;-0,2;1;113;34;26;956;-156;129;-10;-26;-60;-8745;-494;-776;-6;639;-2117;-2420;-1799;-2354;302;-4768;-1147;-696;-193;581;779;-1667;36;558;-3019;-35;68,8175;8;0,8582
